"Index Name","Date","Open","High","Low","Close"
"NIFTY HEALTHCARE","31 Dec 2012","-","-","-","3291.15"
"NIFTY HEALTHCARE","28 Dec 2012","-","-","-","3288.62"
"NIFTY HEALTHCARE","27 Dec 2012","-","-","-","3293.13"
"NIFTY HEALTHCARE","26 Dec 2012","-","-","-","3308.39"
"NIFTY HEALTHCARE","24 Dec 2012","-","-","-","3284.68"
"NIFTY HEALTHCARE","21 Dec 2012","-","-","-","3257.25"
"NIFTY HEALTHCARE","20 Dec 2012","-","-","-","3313.38"
"NIFTY HEALTHCARE","19 Dec 2012","-","-","-","3315.61"
"NIFTY HEALTHCARE","18 Dec 2012","-","-","-","3262.94"
"NIFTY HEALTHCARE","17 Dec 2012","-","-","-","3243.67"
"NIFTY HEALTHCARE","14 Dec 2012","-","-","-","3224.54"
"NIFTY HEALTHCARE","13 Dec 2012","-","-","-","3237.48"
"NIFTY HEALTHCARE","12 Dec 2012","-","-","-","3256.73"
"NIFTY HEALTHCARE","11 Dec 2012","-","-","-","3248.13"
"NIFTY HEALTHCARE","10 Dec 2012","-","-","-","3250.36"
"NIFTY HEALTHCARE","07 Dec 2012","-","-","-","3218.71"
"NIFTY HEALTHCARE","06 Dec 2012","-","-","-","3218.78"
"NIFTY HEALTHCARE","05 Dec 2012","-","-","-","3216.12"
"NIFTY HEALTHCARE","04 Dec 2012","-","-","-","3220.08"
"NIFTY HEALTHCARE","03 Dec 2012","-","-","-","3211.36"
"NIFTY HEALTHCARE","30 Nov 2012","-","-","-","3211.02"
"NIFTY HEALTHCARE","29 Nov 2012","-","-","-","3188.22"
"NIFTY HEALTHCARE","27 Nov 2012","-","-","-","3153.93"
"NIFTY HEALTHCARE","26 Nov 2012","-","-","-","3121.01"
"NIFTY HEALTHCARE","23 Nov 2012","-","-","-","3097.61"
"NIFTY HEALTHCARE","22 Nov 2012","-","-","-","3108.00"
"NIFTY HEALTHCARE","21 Nov 2012","-","-","-","3097.59"
"NIFTY HEALTHCARE","20 Nov 2012","-","-","-","3070.15"
"NIFTY HEALTHCARE","19 Nov 2012","-","-","-","3066.58"
"NIFTY HEALTHCARE","16 Nov 2012","-","-","-","3088.86"
"NIFTY HEALTHCARE","15 Nov 2012","-","-","-","3093.19"
"NIFTY HEALTHCARE","13 Nov 2012","-","-","-","3122.01"
"NIFTY HEALTHCARE","12 Nov 2012","-","-","-","3122.39"
"NIFTY HEALTHCARE","09 Nov 2012","-","-","-","3123.76"
