"Index Name","Date","Open","High","Low","Close"
"NIFTY PHARMA","05 Jun 2026","24285.45","24396.65","24154.25","24248.05"
"NIFTY PHARMA","04 Jun 2026","24042","24275.3","23883","24177.95"
"NIFTY PHARMA","03 Jun 2026","23978.05","24119.75","23829.6","24086.60"
"NIFTY PHARMA","02 Jun 2026","24102.95","24171.55","23796.65","24006.30"
"NIFTY PHARMA","01 Jun 2026","24547.85","24571.35","24148.85","24214.25"
"NIFTY PHARMA","29 May 2026","24796.3","24945.35","24218.5","24345.80"
"NIFTY PHARMA","27 May 2026","24747.5","24822.65","24608.45","24716.00"
"NIFTY PHARMA","26 May 2026","24647.25","24755.4","24552.55","24659.20"
"NIFTY PHARMA","25 May 2026","24615.15","24762.9","24543.75","24674.70"
"NIFTY PHARMA","22 May 2026","24960.75","24979.1","24519.75","24573.95"
"NIFTY PHARMA","21 May 2026","24994.1","25001","24782.65","24890.90"
"NIFTY PHARMA","20 May 2026","24807.05","25043.15","24775.45","24843.15"
"NIFTY PHARMA","19 May 2026","24771.3","25001.25","24754.3","24867.40"
"NIFTY PHARMA","18 May 2026","24617","24788.95","24436.25","24762.85"
"NIFTY PHARMA","15 May 2026","24644.95","24847.9","24557.55","24634.80"
"NIFTY PHARMA","14 May 2026","24151.65","24573.3","24137.75","24551.05"
"NIFTY PHARMA","13 May 2026","23785.35","24177.85","23768.9","23896.05"
"NIFTY PHARMA","12 May 2026","24177.3","24185.45","23816.4","23840.90"
"NIFTY PHARMA","11 May 2026","24008.2","24310.8","23877.4","24170.45"
"NIFTY PHARMA","08 May 2026","24043.45","24306.75","24030.65","24110.30"
"NIFTY PHARMA","07 May 2026","24153.15","24268.1","24095.3","24135.50"
"NIFTY PHARMA","06 May 2026","23743.2","24264.85","23640.75","24110.30"
"NIFTY PHARMA","05 May 2026","23525.9","23619","23379.1","23568.95"
"NIFTY PHARMA","04 May 2026","23371.3","23548.95","23296.1","23475.55"
"NIFTY PHARMA","30 Apr 2026","23191.95","23375.1","23054.85","23267.70"
"NIFTY PHARMA","29 Apr 2026","23273.75","23386.15","23179.95","23260.85"
"NIFTY PHARMA","28 Apr 2026","23155.65","23287.65","23090.75","23158.15"
"NIFTY PHARMA","27 Apr 2026","22648.6","23258.35","22637.25","23171.85"
"NIFTY PHARMA","24 Apr 2026","22923.7","22946.9","22537.2","22580.10"
"NIFTY PHARMA","23 Apr 2026","22443.95","23164.1","22365.35","22986.35"
"NIFTY PHARMA","22 Apr 2026","22398.55","22510.1","22314.35","22455.45"
"NIFTY PHARMA","21 Apr 2026","22454.1","22540.7","22423.65","22438.45"
"NIFTY PHARMA","20 Apr 2026","22544.8","22563.5","22307.2","22456.75"
"NIFTY PHARMA","17 Apr 2026","22473.2","22538.8","22390.5","22497.25"
"NIFTY PHARMA","16 Apr 2026","22577.55","22593","22304.35","22465.00"
"NIFTY PHARMA","15 Apr 2026","22321.1","22456.2","22142.5","22435.65"
"NIFTY PHARMA","13 Apr 2026","21971.7","22183.5","21846.05","22100.10"
"NIFTY PHARMA","10 Apr 2026","22127.8","22191.65","21932.8","22164.85"
"NIFTY PHARMA","09 Apr 2026","21954.8","22216.05","21953.75","22135.40"
"NIFTY PHARMA","08 Apr 2026","22203.5","22250.5","21829.6","21991.20"
"NIFTY PHARMA","07 Apr 2026","21765.5","22022.2","21595.4","21868.70"
"NIFTY PHARMA","06 Apr 2026","21779.75","21867.75","21464.8","21835.35"
"NIFTY PHARMA","02 Apr 2026","21689.95","21852","21149.9","21808.40"
"NIFTY PHARMA","01 Apr 2026","22531.6","22782.05","21909.35","22011.60"
"NIFTY PHARMA","30 Mar 2026","22412.9","22468.1","22205.9","22232.25"
"NIFTY PHARMA","27 Mar 2026","22612.7","22758.3","22484.05","22565.60"
"NIFTY PHARMA","25 Mar 2026","22381.35","22825.55","22294.2","22679.75"
"NIFTY PHARMA","24 Mar 2026","22305.95","22364.3","21993.95","22239.80"
"NIFTY PHARMA","23 Mar 2026","22461.8","22462.9","21983.7","22053.10"
"NIFTY PHARMA","20 Mar 2026","22277.95","22628.55","22268.5","22540.70"
"NIFTY PHARMA","19 Mar 2026","22413.1","22503.45","22040.55","22101.65"
"NIFTY PHARMA","18 Mar 2026","22633.7","22774.75","22584.3","22632.60"
"NIFTY PHARMA","17 Mar 2026","22632.8","22733.7","22492.95","22597.55"
"NIFTY PHARMA","16 Mar 2026","22800.15","22965.25","22369.8","22547.20"
"NIFTY PHARMA","13 Mar 2026","23198.8","23317.1","22780.65","22832.20"
"NIFTY PHARMA","12 Mar 2026","23299.7","23388","23083.2","23275.20"
"NIFTY PHARMA","11 Mar 2026","23311.75","23540.9","23283.1","23348.05"
"NIFTY PHARMA","10 Mar 2026","23042.55","23305.1","23039.35","23253.65"
"NIFTY PHARMA","09 Mar 2026","22638.85","22977.95","22506.25","22933.75"
"NIFTY PHARMA","06 Mar 2026","23005.05","23131.7","22877.55","22970.20"
"NIFTY PHARMA","05 Mar 2026","22703.6","23082.8","22703.6","23005.50"
"NIFTY PHARMA","04 Mar 2026","22702.55","22814.35","22528.2","22672.20"
"NIFTY PHARMA","02 Mar 2026","22385.3","22994.55","22354.1","22956.70"
"NIFTY PHARMA","27 Feb 2026","23257.8","23301.85","22917.1","22952.35"
"NIFTY PHARMA","26 Feb 2026","23106.95","23436.95","23047.85","23301.65"
