"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY CONSUMER DURABLES","12 Jun 2026","62.91","11.25",".43"
"NIFTY CONSUMER DURABLES","11 Jun 2026","61.45","10.99",".41"
"NIFTY CONSUMER DURABLES","10 Jun 2026","62.17","11.12",".41"
"NIFTY CONSUMER DURABLES","09 Jun 2026","62.9","11.25",".4"
"NIFTY CONSUMER DURABLES","08 Jun 2026","62.83","11.24",".4"
"NIFTY CONSUMER DURABLES","05 Jun 2026","63.78","11.41",".4"
"NIFTY CONSUMER DURABLES","04 Jun 2026","63.7","11.39",".4"
"NIFTY CONSUMER DURABLES","03 Jun 2026","62.34","11.15",".41"
"NIFTY CONSUMER DURABLES","02 Jun 2026","62.85","11.24",".4"
"NIFTY CONSUMER DURABLES","01 Jun 2026","62.05","11.1",".41"
"NIFTY CONSUMER DURABLES","29 May 2026","62.03","11.24",".4"
"NIFTY CONSUMER DURABLES","27 May 2026","63.05","11.42",".4"
"NIFTY CONSUMER DURABLES","26 May 2026","62.65","11.35",".4"
"NIFTY CONSUMER DURABLES","25 May 2026","63.89","11.47",".4"
"NIFTY CONSUMER DURABLES","22 May 2026","63.14","11.34",".45"
"NIFTY CONSUMER DURABLES","21 May 2026","62.73","11.31",".4"
"NIFTY CONSUMER DURABLES","20 May 2026","62.41","11.44",".4"
"NIFTY CONSUMER DURABLES","19 May 2026","62.53","11.46",".4"
"NIFTY CONSUMER DURABLES","18 May 2026","61.57","11.41",".4"
"NIFTY CONSUMER DURABLES","15 May 2026","62.7","11.62",".4"
"NIFTY CONSUMER DURABLES","14 May 2026","55.32","11.63",".4"
"NIFTY CONSUMER DURABLES","13 May 2026","53.71","11.51",".4"
"NIFTY CONSUMER DURABLES","12 May 2026","52.83","11.32",".41"
"NIFTY CONSUMER DURABLES","11 May 2026","54.79","11.74",".39"
"NIFTY CONSUMER DURABLES","08 May 2026","58.6","12.19",".38"
"NIFTY CONSUMER DURABLES","07 May 2026","58.41","12.11",".38"
"NIFTY CONSUMER DURABLES","06 May 2026","58.91","12.22",".38"
"NIFTY CONSUMER DURABLES","05 May 2026","58.4","12.11",".38"
"NIFTY CONSUMER DURABLES","04 May 2026","58.96","12.23",".38"
"NIFTY CONSUMER DURABLES","30 Apr 2026","59.18","12.18",".38"
"NIFTY CONSUMER DURABLES","29 Apr 2026","60.12","12.38",".37"
"NIFTY CONSUMER DURABLES","28 Apr 2026","60.37","12.43",".37"
"NIFTY CONSUMER DURABLES","27 Apr 2026","60.36","12.42",".37"
"NIFTY CONSUMER DURABLES","24 Apr 2026","58.88","12.12",".38"
"NIFTY CONSUMER DURABLES","23 Apr 2026","60.08","12.19",".38"
"NIFTY CONSUMER DURABLES","22 Apr 2026","61.29","12.43",".37"
"NIFTY CONSUMER DURABLES","21 Apr 2026","61.12","12.4",".37"
"NIFTY CONSUMER DURABLES","20 Apr 2026","61.13","12.4",".37"
"NIFTY CONSUMER DURABLES","17 Apr 2026","61.26","12.43",".37"
"NIFTY CONSUMER DURABLES","16 Apr 2026","60.53","12.28",".38"
"NIFTY CONSUMER DURABLES","15 Apr 2026","60.18","12.21",".38"
"NIFTY CONSUMER DURABLES","13 Apr 2026","58.48","11.86",".39"
"NIFTY CONSUMER DURABLES","10 Apr 2026","58.74","11.92",".39"
"NIFTY CONSUMER DURABLES","09 Apr 2026","57.73","11.71",".39"
"NIFTY CONSUMER DURABLES","08 Apr 2026","57.88","11.74",".39"
"NIFTY CONSUMER DURABLES","07 Apr 2026","55","11.16",".41"
"NIFTY CONSUMER DURABLES","06 Apr 2026","55.11","11.18",".41"
