"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INDIA DIGITAL","31 Dec 2025","69.76","8.93","1.51"
"NIFTY INDIA DIGITAL","30 Dec 2025","66.68","9.03","1.56"
"NIFTY INDIA DIGITAL","29 Dec 2025","67.2","9.1","1.55"
"NIFTY INDIA DIGITAL","26 Dec 2025","67.54","9.15","1.54"
"NIFTY INDIA DIGITAL","24 Dec 2025","68.04","9.22","1.53"
"NIFTY INDIA DIGITAL","23 Dec 2025","68.34","9.26","1.52"
"NIFTY INDIA DIGITAL","22 Dec 2025","68.4","9.27","1.52"
"NIFTY INDIA DIGITAL","19 Dec 2025","67.69","9.17","1.53"
"NIFTY INDIA DIGITAL","18 Dec 2025","67.01","9.08","1.55"
"NIFTY INDIA DIGITAL","17 Dec 2025","66.45","9","1.56"
"NIFTY INDIA DIGITAL","16 Dec 2025","66.62","9.03","1.56"
"NIFTY INDIA DIGITAL","15 Dec 2025","67.56","9.15","1.54"
"NIFTY INDIA DIGITAL","12 Dec 2025","67.62","9.16","1.54"
"NIFTY INDIA DIGITAL","11 Dec 2025","66.97","9.07","1.55"
"NIFTY INDIA DIGITAL","10 Dec 2025","66.29","8.98","1.57"
"NIFTY INDIA DIGITAL","09 Dec 2025","67.18","9.1","1.55"
"NIFTY INDIA DIGITAL","08 Dec 2025","67.24","9.11","1.54"
"NIFTY INDIA DIGITAL","05 Dec 2025","67.89","9.2","1.53"
"NIFTY INDIA DIGITAL","04 Dec 2025","67.59","9.16","1.54"
"NIFTY INDIA DIGITAL","03 Dec 2025","67.07","9.09","1.55"
"NIFTY INDIA DIGITAL","02 Dec 2025","67.03","9.08","1.55"
"NIFTY INDIA DIGITAL","01 Dec 2025","66.91","9.06","1.55"
"NIFTY INDIA DIGITAL","28 Nov 2025","66.36","8.99","1.57"
"NIFTY INDIA DIGITAL","27 Nov 2025","66.45","9","1.56"
"NIFTY INDIA DIGITAL","26 Nov 2025","66.42","9","1.56"
"NIFTY INDIA DIGITAL","25 Nov 2025","65.82","8.92","1.58"
"NIFTY INDIA DIGITAL","24 Nov 2025","66.18","8.97","1.57"
"NIFTY INDIA DIGITAL","21 Nov 2025","66.02","8.95","1.57"
"NIFTY INDIA DIGITAL","20 Nov 2025","66.74","9.04","1.53"
"NIFTY INDIA DIGITAL","19 Nov 2025","66.84","9.06","1.53"
"NIFTY INDIA DIGITAL","18 Nov 2025","65.66","8.9","1.56"
"NIFTY INDIA DIGITAL","17 Nov 2025","66.23","8.97","1.55"
"NIFTY INDIA DIGITAL","14 Nov 2025","66.41","8.88","1.57"
"NIFTY INDIA DIGITAL","13 Nov 2025","66.54","8.9","1.58"
"NIFTY INDIA DIGITAL","12 Nov 2025","67.05","8.97","1.56"
"NIFTY INDIA DIGITAL","11 Nov 2025","68.3","8.86","1.58"
"NIFTY INDIA DIGITAL","10 Nov 2025","67.48","8.76","1.6"
"NIFTY INDIA DIGITAL","07 Nov 2025","67.03","8.69","1.61"
"NIFTY INDIA DIGITAL","06 Nov 2025","67.35","8.74","1.61"
"NIFTY INDIA DIGITAL","04 Nov 2025","66.78","8.8","1.6"
"NIFTY INDIA DIGITAL","03 Nov 2025","67.26","8.85","1.59"
"NIFTY INDIA DIGITAL","31 Oct 2025","67.05","8.82","1.58"
"NIFTY INDIA DIGITAL","30 Oct 2025","67.33","8.92","1.61"
"NIFTY INDIA DIGITAL","29 Oct 2025","67.44","8.94","1.6"
"NIFTY INDIA DIGITAL","28 Oct 2025","67.33","8.92","1.71"
"NIFTY INDIA DIGITAL","27 Oct 2025","67.59","8.96","1.7"
"NIFTY INDIA DIGITAL","24 Oct 2025","67.15","8.84","1.62"
"NIFTY INDIA DIGITAL","23 Oct 2025","67.11","8.83","1.6"
"NIFTY INDIA DIGITAL","21 Oct 2025","66.6","8.76","1.68"
"NIFTY INDIA DIGITAL","20 Oct 2025","66.55","8.76","1.68"
"NIFTY INDIA DIGITAL","17 Oct 2025","66.23","8.73","1.66"
"NIFTY INDIA DIGITAL","16 Oct 2025","67.42","8.84","1.57"
"NIFTY INDIA DIGITAL","15 Oct 2025","67.06","8.8","1.58"
"NIFTY INDIA DIGITAL","14 Oct 2025","66.52","8.71","1.57"
"NIFTY INDIA DIGITAL","13 Oct 2025","66.8","8.75","1.56"
"NIFTY INDIA DIGITAL","10 Oct 2025","67.08","8.8","1.56"
"NIFTY INDIA DIGITAL","09 Oct 2025","66.99","8.78","1.56"
"NIFTY INDIA DIGITAL","08 Oct 2025","66.44","8.71","1.58"
"NIFTY INDIA DIGITAL","07 Oct 2025","66.13","8.67","1.59"
"NIFTY INDIA DIGITAL","06 Oct 2025","65.52","8.59","1.6"
"NIFTY INDIA DIGITAL","03 Oct 2025","64.22","8.42","1.63"
"NIFTY INDIA DIGITAL","01 Oct 2025","63.94","8.38","1.64"
"NIFTY INDIA DIGITAL","30 Sep 2025","63.38","8.31","1.65"
"NIFTY INDIA DIGITAL","29 Sep 2025","76.59","8.79","1.52"
"NIFTY INDIA DIGITAL","26 Sep 2025","76.52","8.78","1.52"
"NIFTY INDIA DIGITAL","25 Sep 2025","78.66","9.02","1.48"
"NIFTY INDIA DIGITAL","24 Sep 2025","79.29","9.1","1.47"
"NIFTY INDIA DIGITAL","23 Sep 2025","80.14","9.19","1.45"
"NIFTY INDIA DIGITAL","22 Sep 2025","80.74","9.26","1.44"
"NIFTY INDIA DIGITAL","19 Sep 2025","81.65","9.37","1.43"
"NIFTY INDIA DIGITAL","18 Sep 2025","81.81","9.39","1.43"
"NIFTY INDIA DIGITAL","17 Sep 2025","81.15","9.31","1.44"
"NIFTY INDIA DIGITAL","16 Sep 2025","80.99","9.29","1.44"
"NIFTY INDIA DIGITAL","15 Sep 2025","80.32","9.26","1.45"
"NIFTY INDIA DIGITAL","12 Sep 2025","80.08","9.23","1.46"
"NIFTY INDIA DIGITAL","11 Sep 2025","80.2","9.25","1.45"
"NIFTY INDIA DIGITAL","10 Sep 2025","80.32","9.26","1.45"
