"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY MIDCAP 100","31 Dec 2009","16.14","2.65","1.06"
"NIFTY MIDCAP 100","30 Dec 2009","16.11","2.64","1.06"
"NIFTY MIDCAP 100","29 Dec 2009","16.10","2.64","1.06"
"NIFTY MIDCAP 100","24 Dec 2009","16.06","2.63","1.07"
"NIFTY MIDCAP 100","23 Dec 2009","15.95","2.61","1.07"
"NIFTY MIDCAP 100","22 Dec 2009","15.69","2.57","1.09"
"NIFTY MIDCAP 100","21 Dec 2009","15.55","2.55","1.10"
"NIFTY MIDCAP 100","18 Dec 2009","15.59","2.56","1.10"
"NIFTY MIDCAP 100","17 Dec 2009","15.78","2.58","1.09"
"NIFTY MIDCAP 100","16 Dec 2009","15.65","2.56","1.10"
"NIFTY MIDCAP 100","15 Dec 2009","15.60","2.55","1.10"
"NIFTY MIDCAP 100","14 Dec 2009","15.85","2.59","1.09"
"NIFTY MIDCAP 100","11 Dec 2009","15.95","2.61","1.08"
"NIFTY MIDCAP 100","10 Dec 2009","16.05","2.63","1.07"
"NIFTY MIDCAP 100","09 Dec 2009","15.99","2.62","1.08"
"NIFTY MIDCAP 100","08 Dec 2009","16.10","2.64","1.07"
"NIFTY MIDCAP 100","07 Dec 2009","15.89","2.60","1.08"
"NIFTY MIDCAP 100","04 Dec 2009","16.01","2.62","1.08"
"NIFTY MIDCAP 100","03 Dec 2009","15.98","2.62","1.08"
"NIFTY MIDCAP 100","02 Dec 2009","15.89","2.60","1.08"
"NIFTY MIDCAP 100","01 Dec 2009","15.81","2.59","1.09"
"NIFTY MIDCAP 100","30 Nov 2009","15.54","2.54","1.11"
"NIFTY MIDCAP 100","27 Nov 2009","15.34","2.50","1.13"
"NIFTY MIDCAP 100","26 Nov 2009","15.56","2.54","1.11"
"NIFTY MIDCAP 100","25 Nov 2009","15.75","2.57","1.10"
"NIFTY MIDCAP 100","24 Nov 2009","15.75","2.57","1.10"
"NIFTY MIDCAP 100","23 Nov 2009","15.64","2.55","1.10"
