"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY SMALLCAP 100","29 Dec 2017","105.82","1.91","0.52"
"NIFTY SMALLCAP 100","28 Dec 2017","105.16","1.89","0.53"
"NIFTY SMALLCAP 100","27 Dec 2017","103.82","1.88","0.53"
"NIFTY SMALLCAP 100","26 Dec 2017","104.22","1.89","0.53"
"NIFTY SMALLCAP 100","22 Dec 2017","103.34","1.87","0.54"
"NIFTY SMALLCAP 100","21 Dec 2017","102.42","1.85","0.54"
"NIFTY SMALLCAP 100","20 Dec 2017","100.89","1.83","0.55"
"NIFTY SMALLCAP 100","19 Dec 2017","100.50","1.82","0.55"
"NIFTY SMALLCAP 100","18 Dec 2017","99.20","1.80","0.56"
"NIFTY SMALLCAP 100","15 Dec 2017","98.99","1.79","0.56"
"NIFTY SMALLCAP 100","14 Dec 2017","97.91","1.77","0.57"
"NIFTY SMALLCAP 100","13 Dec 2017","98.23","1.78","0.56"
"NIFTY SMALLCAP 100","12 Dec 2017","99.46","1.80","0.56"
"NIFTY SMALLCAP 100","11 Dec 2017","100.39","1.82","0.55"
"NIFTY SMALLCAP 100","08 Dec 2017","99.96","1.81","0.55"
"NIFTY SMALLCAP 100","07 Dec 2017","99.22","1.80","0.56"
"NIFTY SMALLCAP 100","06 Dec 2017","97.81","1.77","0.57"
"NIFTY SMALLCAP 100","05 Dec 2017","98.30","1.78","0.56"
"NIFTY SMALLCAP 100","04 Dec 2017","98.54","1.78","0.56"
"NIFTY SMALLCAP 100","01 Dec 2017","99.27","1.80","0.56"
"NIFTY SMALLCAP 100","30 Nov 2017","100.84","1.83","0.55"
"NIFTY SMALLCAP 100","29 Nov 2017","100.77","1.83","0.52"
"NIFTY SMALLCAP 100","28 Nov 2017","101.12","1.83","0.52"
"NIFTY SMALLCAP 100","27 Nov 2017","100.50","1.82","0.52"
"NIFTY SMALLCAP 100","24 Nov 2017","101.78","1.81","0.53"
"NIFTY SMALLCAP 100","23 Nov 2017","105.34","1.81","0.53"
"NIFTY SMALLCAP 100","22 Nov 2017","109.16","1.79","0.53"
"NIFTY SMALLCAP 100","21 Nov 2017","134.53","1.78","0.54"
"NIFTY SMALLCAP 100","20 Nov 2017","133.07","1.78","0.54"
"NIFTY SMALLCAP 100","17 Nov 2017","132.36","1.77","0.54"
"NIFTY SMALLCAP 100","16 Nov 2017","131.60","1.75","0.55"
"NIFTY SMALLCAP 100","15 Nov 2017","131.87","1.73","0.56"
"NIFTY SMALLCAP 100","14 Nov 2017","134.40","1.77","0.55"
"NIFTY SMALLCAP 100","13 Nov 2017","135.26","1.78","0.54"
"NIFTY SMALLCAP 100","10 Nov 2017","138.36","1.79","0.54"
"NIFTY SMALLCAP 100","09 Nov 2017","84.24","1.80","0.55"
"NIFTY SMALLCAP 100","08 Nov 2017","83.68","1.78","0.56"
