"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY FINANCIAL SERVICES EX-BANK","30 Dec 2022","18.96","4.18","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","29 Dec 2022","18.88","4.20","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","28 Dec 2022","18.89","4.20","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","27 Dec 2022","18.90","4.20","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","26 Dec 2022","18.81","4.18","1.02"
"NIFTY FINANCIAL SERVICES EX-BANK","23 Dec 2022","18.48","4.11","1.03"
"NIFTY FINANCIAL SERVICES EX-BANK","22 Dec 2022","18.89","4.20","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","21 Dec 2022","19.02","4.23","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","20 Dec 2022","19.33","4.30","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","19 Dec 2022","19.44","4.32","0.98"
"NIFTY FINANCIAL SERVICES EX-BANK","16 Dec 2022","19.14","4.26","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","15 Dec 2022","19.29","4.29","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","14 Dec 2022","19.47","4.33","0.98"
"NIFTY FINANCIAL SERVICES EX-BANK","13 Dec 2022","19.35","4.30","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","12 Dec 2022","19.17","4.26","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","09 Dec 2022","19.16","4.26","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","08 Dec 2022","19.26","4.28","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","07 Dec 2022","19.22","4.27","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","06 Dec 2022","19.33","4.30","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","05 Dec 2022","19.33","4.30","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","02 Dec 2022","19.32","4.29","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","01 Dec 2022","19.36","4.30","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","30 Nov 2022","19.26","4.28","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","29 Nov 2022","19.10","4.25","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","28 Nov 2022","19.40","4.25","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","25 Nov 2022","19.37","4.25","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","24 Nov 2022","19.33","4.24","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","23 Nov 2022","19.12","4.19","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","22 Nov 2022","19.05","4.18","1.02"
"NIFTY FINANCIAL SERVICES EX-BANK","21 Nov 2022","19.00","4.16","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","18 Nov 2022","19.17","4.20","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","17 Nov 2022","19.24","4.22","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","16 Nov 2022","19.37","4.25","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","15 Nov 2022","19.50","4.27","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","14 Nov 2022","19.52","4.28","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","11 Nov 2022","19.54","4.27","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","10 Nov 2022","19.11","4.18","1.03"
"NIFTY FINANCIAL SERVICES EX-BANK","09 Nov 2022","19.39","4.24","1.02"
"NIFTY FINANCIAL SERVICES EX-BANK","07 Nov 2022","19.49","4.26","1.03"
"NIFTY FINANCIAL SERVICES EX-BANK","04 Nov 2022","19.43","4.25","0.97"
"NIFTY FINANCIAL SERVICES EX-BANK","03 Nov 2022","19.55","4.22","0.98"
"NIFTY FINANCIAL SERVICES EX-BANK","02 Nov 2022","19.53","4.22","0.98"
"NIFTY FINANCIAL SERVICES EX-BANK","01 Nov 2022","19.55","4.22","0.98"
"NIFTY FINANCIAL SERVICES EX-BANK","31 Oct 2022","19.39","4.19","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","28 Oct 2022","19.12","4.12","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","27 Oct 2022","19.06","4.11","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","25 Oct 2022","19.05","4.11","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","24 Oct 2022","19.69","4.15","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","21 Oct 2022","19.53","4.11","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","20 Oct 2022","19.80","4.17","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","19 Oct 2022","19.79","4.17","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","18 Oct 2022","19.71","4.15","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","17 Oct 2022","19.59","4.13","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","14 Oct 2022","19.47","4.10","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","13 Oct 2022","19.29","4.06","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","12 Oct 2022","19.49","4.10","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","11 Oct 2022","19.30","4.06","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","10 Oct 2022","19.54","4.12","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","07 Oct 2022","19.70","4.15","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","06 Oct 2022","19.72","4.15","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","04 Oct 2022","19.81","4.17","0.99"
"NIFTY FINANCIAL SERVICES EX-BANK","03 Oct 2022","19.23","4.05","1.02"
"NIFTY FINANCIAL SERVICES EX-BANK","30 Sep 2022","19.50","4.11","1.00"
"NIFTY FINANCIAL SERVICES EX-BANK","29 Sep 2022","18.70","3.92","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","28 Sep 2022","18.76","3.93","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","27 Sep 2022","18.95","3.97","1.04"
"NIFTY FINANCIAL SERVICES EX-BANK","26 Sep 2022","19.00","3.98","1.04"
"NIFTY FINANCIAL SERVICES EX-BANK","23 Sep 2022","19.49","4.08","1.01"
"NIFTY FINANCIAL SERVICES EX-BANK","22 Sep 2022","20.01","4.19","0.99"
