"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY TRANSPORTATION & LOGISTICS","31 Dec 2024","28.68","5.78",".73"
"NIFTY TRANSPORTATION & LOGISTICS","30 Dec 2024","28.21","5.67",".75"
"NIFTY TRANSPORTATION & LOGISTICS","27 Dec 2024","28.44","5.72",".74"
"NIFTY TRANSPORTATION & LOGISTICS","26 Dec 2024","28.3","5.69",".75"
"NIFTY TRANSPORTATION & LOGISTICS","24 Dec 2024","28.06","5.64",".75"
"NIFTY TRANSPORTATION & LOGISTICS","23 Dec 2024","27.89","5.61",".76"
"NIFTY TRANSPORTATION & LOGISTICS","20 Dec 2024","27.98","5.63",".76"
"NIFTY TRANSPORTATION & LOGISTICS","19 Dec 2024","28.59","5.75",".74"
"NIFTY TRANSPORTATION & LOGISTICS","18 Dec 2024","28.78","5.79",".73"
"NIFTY TRANSPORTATION & LOGISTICS","17 Dec 2024","29.03","5.84",".73"
"NIFTY TRANSPORTATION & LOGISTICS","16 Dec 2024","29.39","5.91",".72"
"NIFTY TRANSPORTATION & LOGISTICS","13 Dec 2024","29.33","5.9",".72"
"NIFTY TRANSPORTATION & LOGISTICS","12 Dec 2024","29.21","5.88",".72"
"NIFTY TRANSPORTATION & LOGISTICS","11 Dec 2024","29.48","5.93",".72"
"NIFTY TRANSPORTATION & LOGISTICS","10 Dec 2024","29.45","5.92",".72"
"NIFTY TRANSPORTATION & LOGISTICS","09 Dec 2024","29.51","5.93",".72"
"NIFTY TRANSPORTATION & LOGISTICS","06 Dec 2024","29.68","5.97",".71"
"NIFTY TRANSPORTATION & LOGISTICS","05 Dec 2024","29.47","5.93",".72"
"NIFTY TRANSPORTATION & LOGISTICS","04 Dec 2024","29.2","5.87",".72"
"NIFTY TRANSPORTATION & LOGISTICS","03 Dec 2024","29.27","5.89",".72"
"NIFTY TRANSPORTATION & LOGISTICS","02 Dec 2024","29.04","5.84",".73"
"NIFTY TRANSPORTATION & LOGISTICS","29 Nov 2024","28.8","5.79",".73"
"NIFTY TRANSPORTATION & LOGISTICS","28 Nov 2024","28.62","5.76",".74"
"NIFTY TRANSPORTATION & LOGISTICS","27 Nov 2024","28.9","5.81",".73"
"NIFTY TRANSPORTATION & LOGISTICS","26 Nov 2024","28.64","5.77",".74"
"NIFTY TRANSPORTATION & LOGISTICS","25 Nov 2024","28.85","5.81",".73"
"NIFTY TRANSPORTATION & LOGISTICS","22 Nov 2024","28.56","5.75",".74"
"NIFTY TRANSPORTATION & LOGISTICS","21 Nov 2024","28.2","5.68",".75"
"NIFTY TRANSPORTATION & LOGISTICS","19 Nov 2024","28.67","5.77",".74"
"NIFTY TRANSPORTATION & LOGISTICS","18 Nov 2024","28.32","5.69",".73"
"NIFTY TRANSPORTATION & LOGISTICS","14 Nov 2024","28.17","5.66",".74"
"NIFTY TRANSPORTATION & LOGISTICS","13 Nov 2024","28.01","5.62",".74"
"NIFTY TRANSPORTATION & LOGISTICS","12 Nov 2024","28.61","5.74",".72"
"NIFTY TRANSPORTATION & LOGISTICS","11 Nov 2024","29.08","5.83",".71"
"NIFTY TRANSPORTATION & LOGISTICS","08 Nov 2024","29.44","5.84",".71"
"NIFTY TRANSPORTATION & LOGISTICS","07 Nov 2024","29.56","5.86",".71"
"NIFTY TRANSPORTATION & LOGISTICS","06 Nov 2024","29.94","5.94",".7"
"NIFTY TRANSPORTATION & LOGISTICS","05 Nov 2024","29.36","5.83",".71"
"NIFTY TRANSPORTATION & LOGISTICS","04 Nov 2024","29.25","5.8",".71"
"NIFTY TRANSPORTATION & LOGISTICS","01 Nov 2024","29.6","5.88",".7"
"NIFTY TRANSPORTATION & LOGISTICS","31 Oct 2024","29.23","5.81",".71"
"NIFTY TRANSPORTATION & LOGISTICS","30 Oct 2024","29.39","5.84",".71"
"NIFTY TRANSPORTATION & LOGISTICS","29 Oct 2024","29.38","5.84",".71"
"NIFTY TRANSPORTATION & LOGISTICS","28 Oct 2024","29.34","5.89",".7"
