"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INDIA DEFENCE","31 Dec 2025","51.77","10.34",".53"
"NIFTY INDIA DEFENCE","30 Dec 2025","51.3","10.24",".53"
"NIFTY INDIA DEFENCE","29 Dec 2025","51.87","10.35",".52"
"NIFTY INDIA DEFENCE","26 Dec 2025","52.18","10.41",".52"
"NIFTY INDIA DEFENCE","24 Dec 2025","52.28","10.43",".52"
"NIFTY INDIA DEFENCE","23 Dec 2025","52.11","10.4",".52"
"NIFTY INDIA DEFENCE","22 Dec 2025","52.05","10.39",".52"
"NIFTY INDIA DEFENCE","19 Dec 2025","50.5","10.08",".54"
"NIFTY INDIA DEFENCE","18 Dec 2025","49.49","9.88",".55"
"NIFTY INDIA DEFENCE","17 Dec 2025","49.53","9.89",".55"
"NIFTY INDIA DEFENCE","16 Dec 2025","50.08","10",".54"
"NIFTY INDIA DEFENCE","15 Dec 2025","50.73","10.13",".54"
"NIFTY INDIA DEFENCE","12 Dec 2025","50.79","10.14",".53"
"NIFTY INDIA DEFENCE","11 Dec 2025","50.75","10.13",".54"
"NIFTY INDIA DEFENCE","10 Dec 2025","50.48","10.08",".54"
"NIFTY INDIA DEFENCE","09 Dec 2025","50.85","10.15",".53"
"NIFTY INDIA DEFENCE","08 Dec 2025","50.42","10.06",".54"
"NIFTY INDIA DEFENCE","05 Dec 2025","52.35","10.45",".52"
"NIFTY INDIA DEFENCE","04 Dec 2025","52.72","10.52",".52"
"NIFTY INDIA DEFENCE","03 Dec 2025","52.41","10.46",".52"
"NIFTY INDIA DEFENCE","02 Dec 2025","53.39","10.66",".51"
"NIFTY INDIA DEFENCE","01 Dec 2025","53.83","10.75",".5"
"NIFTY INDIA DEFENCE","28 Nov 2025","53.76","10.73",".51"
"NIFTY INDIA DEFENCE","27 Nov 2025","53.67","10.71",".51"
"NIFTY INDIA DEFENCE","26 Nov 2025","53.85","10.75",".5"
"NIFTY INDIA DEFENCE","25 Nov 2025","53.19","10.62",".51"
"NIFTY INDIA DEFENCE","24 Nov 2025","53.1","10.6",".51"
"NIFTY INDIA DEFENCE","21 Nov 2025","54.47","10.87",".5"
"NIFTY INDIA DEFENCE","20 Nov 2025","55.68","11.11",".49"
"NIFTY INDIA DEFENCE","19 Nov 2025","55.37","11.05",".49"
"NIFTY INDIA DEFENCE","18 Nov 2025","55.35","11.05",".5"
"NIFTY INDIA DEFENCE","17 Nov 2025","55.6","11.11",".49"
"NIFTY INDIA DEFENCE","14 Nov 2025","55.68","11.1",".49"
"NIFTY INDIA DEFENCE","13 Nov 2025","55.23","10.95",".5"
"NIFTY INDIA DEFENCE","12 Nov 2025","56.05","11.05",".49"
"NIFTY INDIA DEFENCE","11 Nov 2025","56.15","11.08",".49"
"NIFTY INDIA DEFENCE","10 Nov 2025","54.97","10.82",".5"
"NIFTY INDIA DEFENCE","07 Nov 2025","54.18","10.66",".5"
"NIFTY INDIA DEFENCE","06 Nov 2025","53.62","10.57",".51"
"NIFTY INDIA DEFENCE","04 Nov 2025","54.86","10.79",".5"
"NIFTY INDIA DEFENCE","03 Nov 2025","56.1","10.95",".47"
"NIFTY INDIA DEFENCE","31 Oct 2025","55.83","10.9",".48"
"NIFTY INDIA DEFENCE","30 Oct 2025","55.26","10.79",".48"
"NIFTY INDIA DEFENCE","29 Oct 2025","55.34","10.8",".51"
"NIFTY INDIA DEFENCE","28 Oct 2025","55.47","10.83",".51"
"NIFTY INDIA DEFENCE","27 Oct 2025","56.1","10.89",".51"
"NIFTY INDIA DEFENCE","24 Oct 2025","56.48","10.96",".5"
"NIFTY INDIA DEFENCE","23 Oct 2025","56.34","10.93",".51"
"NIFTY INDIA DEFENCE","21 Oct 2025","56.33","10.93",".51"
"NIFTY INDIA DEFENCE","20 Oct 2025","56.21","10.91",".51"
"NIFTY INDIA DEFENCE","17 Oct 2025","56.08","10.88",".51"
"NIFTY INDIA DEFENCE","16 Oct 2025","55.95","10.86",".51"
"NIFTY INDIA DEFENCE","15 Oct 2025","55.71","10.81",".51"
"NIFTY INDIA DEFENCE","14 Oct 2025","55.17","10.69",".52"
"NIFTY INDIA DEFENCE","13 Oct 2025","55.38","10.73",".51"
"NIFTY INDIA DEFENCE","10 Oct 2025","55.97","10.85",".51"
"NIFTY INDIA DEFENCE","09 Oct 2025","56.07","10.88",".51"
"NIFTY INDIA DEFENCE","08 Oct 2025","55.23","10.71",".52"
"NIFTY INDIA DEFENCE","07 Oct 2025","56.02","10.87",".51"
"NIFTY INDIA DEFENCE","06 Oct 2025","56.35","10.93",".51"
"NIFTY INDIA DEFENCE","03 Oct 2025","56.23","10.91",".51"
"NIFTY INDIA DEFENCE","01 Oct 2025","55.15","10.7",".52"
"NIFTY INDIA DEFENCE","30 Sep 2025","54.27","10.53",".53"
"NIFTY INDIA DEFENCE","29 Sep 2025","54.4","11.29",".49"
"NIFTY INDIA DEFENCE","26 Sep 2025","55.18","11.45",".48"
"NIFTY INDIA DEFENCE","25 Sep 2025","56.47","11.72",".47"
"NIFTY INDIA DEFENCE","24 Sep 2025","56.09","11.66",".48"
"NIFTY INDIA DEFENCE","23 Sep 2025","56.76","11.82",".47"
"NIFTY INDIA DEFENCE","22 Sep 2025","57.23","11.98",".48"
"NIFTY INDIA DEFENCE","19 Sep 2025","57.74","12.09",".47"
"NIFTY INDIA DEFENCE","18 Sep 2025","57.42","12.02",".48"
"NIFTY INDIA DEFENCE","17 Sep 2025","57.73","12.09",".48"
"NIFTY INDIA DEFENCE","16 Sep 2025","56.6","11.85",".49"
"NIFTY INDIA DEFENCE","15 Sep 2025","56.23","11.83",".49"
"NIFTY INDIA DEFENCE","12 Sep 2025","55.84","11.85",".51"
"NIFTY INDIA DEFENCE","11 Sep 2025","53.5","11.41",".52"
"NIFTY INDIA DEFENCE","10 Sep 2025","53.58","11.42",".52"
"NIFTY INDIA DEFENCE","09 Sep 2025","52.24","11.14",".52"
"NIFTY INDIA DEFENCE","08 Sep 2025","52.33","11.16",".52"
"NIFTY INDIA DEFENCE","05 Sep 2025","52.19","11.13",".53"
"NIFTY INDIA DEFENCE","04 Sep 2025","52.37","11.34",".52"
"NIFTY INDIA DEFENCE","03 Sep 2025","53.29","11.54",".51"
"NIFTY INDIA DEFENCE","02 Sep 2025","53.11","11.56",".52"
"NIFTY INDIA DEFENCE","01 Sep 2025","52.6","11.45",".52"
"NIFTY INDIA DEFENCE","29 Aug 2025","51.44","11.2",".53"
"NIFTY INDIA DEFENCE","28 Aug 2025","51.34","11.18",".53"
"NIFTY INDIA DEFENCE","26 Aug 2025","52.19","11.36",".53"
"NIFTY INDIA DEFENCE","25 Aug 2025","53.42","11.63",".51"
"NIFTY INDIA DEFENCE","22 Aug 2025","53.57","11.66",".52"
"NIFTY INDIA DEFENCE","21 Aug 2025","53.42","11.63",".52"
"NIFTY INDIA DEFENCE","20 Aug 2025","53.31","11.6",".51"
"NIFTY INDIA DEFENCE","19 Aug 2025","53.69","11.73",".51"
"NIFTY INDIA DEFENCE","18 Aug 2025","54.25","11.85",".5"
"NIFTY INDIA DEFENCE","14 Aug 2025","54.3","12.23",".5"
"NIFTY INDIA DEFENCE","13 Aug 2025","54.43","12.26",".49"
"NIFTY INDIA DEFENCE","12 Aug 2025","53.07","11.95",".51"
"NIFTY INDIA DEFENCE","11 Aug 2025","53.7","12.07",".5"
"NIFTY INDIA DEFENCE","08 Aug 2025","53.17","12.33",".51"
"NIFTY INDIA DEFENCE","07 Aug 2025","54.52","12.64",".49"
"NIFTY INDIA DEFENCE","06 Aug 2025","54.82","12.7",".49"
"NIFTY INDIA DEFENCE","05 Aug 2025","55.09","12.76",".49"
"NIFTY INDIA DEFENCE","04 Aug 2025","54.63","13.34",".49"
"NIFTY INDIA DEFENCE","01 Aug 2025","53.28","13.07",".51"
"NIFTY INDIA DEFENCE","31 Jul 2025","54.41","13.34",".49"
"NIFTY INDIA DEFENCE","30 Jul 2025","54.2","13.43",".48"
"NIFTY INDIA DEFENCE","29 Jul 2025","54.45","13.4",".48"
"NIFTY INDIA DEFENCE","28 Jul 2025","54.48","13.45",".48"
"NIFTY INDIA DEFENCE","25 Jul 2025","55.59","13.72",".47"
"NIFTY INDIA DEFENCE","24 Jul 2025","56.76","14.01",".46"
"NIFTY INDIA DEFENCE","23 Jul 2025","56.99","14.07",".46"
"NIFTY INDIA DEFENCE","22 Jul 2025","57.29","14.15",".47"
"NIFTY INDIA DEFENCE","21 Jul 2025","57.18","14.12",".47"
"NIFTY INDIA DEFENCE","18 Jul 2025","56.73","14.01",".47"
"NIFTY INDIA DEFENCE","17 Jul 2025","58.08","14.34",".46"
"NIFTY INDIA DEFENCE","16 Jul 2025","58.63","14.48",".46"
"NIFTY INDIA DEFENCE","15 Jul 2025","58.91","14.55",".45"
"NIFTY INDIA DEFENCE","14 Jul 2025","58.65","14.48",".46"
"NIFTY INDIA DEFENCE","11 Jul 2025","59.16","14.61",".45"
"NIFTY INDIA DEFENCE","10 Jul 2025","60.33","14.9",".44"
"NIFTY INDIA DEFENCE","09 Jul 2025","61.58","15.2",".43"
"NIFTY INDIA DEFENCE","08 Jul 2025","61.46","15.18",".44"
"NIFTY INDIA DEFENCE","07 Jul 2025","61.47","15.44",".43"
"NIFTY INDIA DEFENCE","04 Jul 2025","62.13","15.61",".42"
"NIFTY INDIA DEFENCE","03 Jul 2025","61.55","15.46",".43"
"NIFTY INDIA DEFENCE","02 Jul 2025","61.6","15.47",".43"
"NIFTY INDIA DEFENCE","01 Jul 2025","61.92","15.55",".43"
"NIFTY INDIA DEFENCE","30 Jun 2025","61.65","15.48",".43"
"NIFTY INDIA DEFENCE","27 Jun 2025","62.84","15.44",".42"
"NIFTY INDIA DEFENCE","26 Jun 2025","62.31","15.31",".42"
"NIFTY INDIA DEFENCE","25 Jun 2025","62.08","15.26",".42"
"NIFTY INDIA DEFENCE","24 Jun 2025","63.34","15.57",".41"
"NIFTY INDIA DEFENCE","23 Jun 2025","64.92","15.95",".4"
"NIFTY INDIA DEFENCE","20 Jun 2025","63.56","15.62",".41"
"NIFTY INDIA DEFENCE","19 Jun 2025","62.38","15.33",".42"
"NIFTY INDIA DEFENCE","18 Jun 2025","63.34","15.57",".41"
"NIFTY INDIA DEFENCE","17 Jun 2025","63.63","15.66",".41"
"NIFTY INDIA DEFENCE","16 Jun 2025","63.39","15.6",".41"
"NIFTY INDIA DEFENCE","13 Jun 2025","62.87","15.47",".42"
"NIFTY INDIA DEFENCE","12 Jun 2025","61.93","15.24",".42"
"NIFTY INDIA DEFENCE","11 Jun 2025","63.01","15.5",".41"
"NIFTY INDIA DEFENCE","10 Jun 2025","64.33","15.83",".41"
"NIFTY INDIA DEFENCE","09 Jun 2025","63.65","15.66",".41"
"NIFTY INDIA DEFENCE","06 Jun 2025","63.78","15.69",".41"
"NIFTY INDIA DEFENCE","05 Jun 2025","64.88","15.97",".4"
"NIFTY INDIA DEFENCE","04 Jun 2025","63.42","15.6",".41"
"NIFTY INDIA DEFENCE","03 Jun 2025","62.5","15.47",".42"
"NIFTY INDIA DEFENCE","02 Jun 2025","61.28","15.3",".42"
"NIFTY INDIA DEFENCE","30 May 2025","61.24","15.28",".42"
"NIFTY INDIA DEFENCE","29 May 2025","61.9","15.46",".42"
"NIFTY INDIA DEFENCE","28 May 2025","61.4","15.35",".42"
"NIFTY INDIA DEFENCE","27 May 2025","60.84","15.21",".42"
"NIFTY INDIA DEFENCE","26 May 2025","60.51","15.05",".43"
"NIFTY INDIA DEFENCE","23 May 2025","59.8","14.88",".43"
