"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY FINANCIAL SERVICES EX-BANK","31 Dec 2024","21.72","3.14",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","30 Dec 2024","21.83","3.16",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","27 Dec 2024","21.76","3.15",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","26 Dec 2024","21.81","3.16",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","24 Dec 2024","21.7","3.14",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","23 Dec 2024","21.83","3.16",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","20 Dec 2024","21.78","3.15",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","19 Dec 2024","22.31","3.23",".82"
"NIFTY FINANCIAL SERVICES EX-BANK","18 Dec 2024","22.46","3.25",".81"
"NIFTY FINANCIAL SERVICES EX-BANK","17 Dec 2024","22.76","3.29",".8"
"NIFTY FINANCIAL SERVICES EX-BANK","16 Dec 2024","23.04","3.33",".79"
"NIFTY FINANCIAL SERVICES EX-BANK","13 Dec 2024","23.01","3.33",".8"
"NIFTY FINANCIAL SERVICES EX-BANK","12 Dec 2024","23.1","3.34",".79"
"NIFTY FINANCIAL SERVICES EX-BANK","11 Dec 2024","23.22","3.36",".79"
"NIFTY FINANCIAL SERVICES EX-BANK","10 Dec 2024","22.99","3.33",".8"
"NIFTY FINANCIAL SERVICES EX-BANK","09 Dec 2024","22.86","3.31",".8"
"NIFTY FINANCIAL SERVICES EX-BANK","06 Dec 2024","22.73","3.29",".81"
"NIFTY FINANCIAL SERVICES EX-BANK","05 Dec 2024","22.56","3.26",".81"
"NIFTY FINANCIAL SERVICES EX-BANK","04 Dec 2024","22.38","3.24",".82"
"NIFTY FINANCIAL SERVICES EX-BANK","03 Dec 2024","22.1","3.2",".82"
"NIFTY FINANCIAL SERVICES EX-BANK","02 Dec 2024","21.89","3.17",".83"
"NIFTY FINANCIAL SERVICES EX-BANK","29 Nov 2024","21.83","3.16",".83"
"NIFTY FINANCIAL SERVICES EX-BANK","28 Nov 2024","21.76","3.15",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","27 Nov 2024","21.92","3.18",".83"
"NIFTY FINANCIAL SERVICES EX-BANK","26 Nov 2024","21.82","3.2",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","25 Nov 2024","21.82","3.2",".84"
"NIFTY FINANCIAL SERVICES EX-BANK","22 Nov 2024","21.54","3.16",".86"
"NIFTY FINANCIAL SERVICES EX-BANK","21 Nov 2024","21.2","3.11",".87"
"NIFTY FINANCIAL SERVICES EX-BANK","19 Nov 2024","21.54","3.16",".86"
"NIFTY FINANCIAL SERVICES EX-BANK","18 Nov 2024","21.55","3.16",".86"
"NIFTY FINANCIAL SERVICES EX-BANK","14 Nov 2024","21.65","3.16",".86"
"NIFTY FINANCIAL SERVICES EX-BANK","13 Nov 2024","21.47","3.13",".86"
"NIFTY FINANCIAL SERVICES EX-BANK","12 Nov 2024","21.93","3.2",".88"
"NIFTY FINANCIAL SERVICES EX-BANK","11 Nov 2024","22.31","3.24",".86"
"NIFTY FINANCIAL SERVICES EX-BANK","08 Nov 2024","22.36","3.25",".87"
"NIFTY FINANCIAL SERVICES EX-BANK","07 Nov 2024","22.66","3.29",".82"
"NIFTY FINANCIAL SERVICES EX-BANK","06 Nov 2024","22.85","3.31",".77"
"NIFTY FINANCIAL SERVICES EX-BANK","05 Nov 2024","22.7","3.29",".81"
"NIFTY FINANCIAL SERVICES EX-BANK","04 Nov 2024","22.51","3.26",".82"
"NIFTY FINANCIAL SERVICES EX-BANK","01 Nov 2024","22.81","3.3",".81"
"NIFTY FINANCIAL SERVICES EX-BANK","31 Oct 2024","22.67","3.28",".82"
"NIFTY FINANCIAL SERVICES EX-BANK","30 Oct 2024","22.94","3.3",".81"
"NIFTY FINANCIAL SERVICES EX-BANK","29 Oct 2024","23.16","3.33",".8"
