"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY 100","31 Dec 2024","22.31","3.57","1.25"
"NIFTY 100","30 Dec 2024","22.25","3.56","1.25"
"NIFTY 100","27 Dec 2024","22.37","3.58","1.25"
"NIFTY 100","26 Dec 2024","22.35","3.58","1.26"
"NIFTY 100","24 Dec 2024","22.32","3.57","1.26"
"NIFTY 100","23 Dec 2024","22.34","3.58","1.25"
"NIFTY 100","20 Dec 2024","22.21","3.56","1.26"
"NIFTY 100","19 Dec 2024","22.6","3.62","1.24"
"NIFTY 100","18 Dec 2024","22.83","3.66","1.22"
"NIFTY 100","17 Dec 2024","23","3.68","1.21"
"NIFTY 100","16 Dec 2024","23.3","3.73","1.2"
"NIFTY 100","13 Dec 2024","23.37","3.74","1.2"
"NIFTY 100","12 Dec 2024","23.2","3.72","1.2"
"NIFTY 100","11 Dec 2024","23.28","3.73","1.21"
"NIFTY 100","10 Dec 2024","23.25","3.72","1.22"
"NIFTY 100","09 Dec 2024","23.25","3.72","1.22"
"NIFTY 100","06 Dec 2024","23.31","3.73","1.21"
"NIFTY 100","05 Dec 2024","23.31","3.73","1.21"
"NIFTY 100","04 Dec 2024","23.1","3.7","1.22"
"NIFTY 100","03 Dec 2024","23.06","3.69","1.23"
"NIFTY 100","02 Dec 2024","22.89","3.66","1.24"
"NIFTY 100","29 Nov 2024","22.76","3.64","1.24"
"NIFTY 100","28 Nov 2024","22.56","3.61","1.25"
"NIFTY 100","27 Nov 2024","22.81","3.66","1.24"
"NIFTY 100","26 Nov 2024","22.69","3.65","1.25"
"NIFTY 100","25 Nov 2024","22.7","3.65","1.25"
"NIFTY 100","22 Nov 2024","22.4","3.6","1.26"
"NIFTY 100","21 Nov 2024","21.92","3.52","1.29"
"NIFTY 100","19 Nov 2024","22.14","3.56","1.32"
"NIFTY 100","18 Nov 2024","22.06","3.55","1.31"
"NIFTY 100","14 Nov 2024","22.13","3.56","1.32"
"NIFTY 100","13 Nov 2024","22.12","3.56","1.3"
"NIFTY 100","12 Nov 2024","22.41","3.61","1.29"
"NIFTY 100","11 Nov 2024","22.86","3.65","1.27"
"NIFTY 100","08 Nov 2024","22.87","3.65","1.29"
"NIFTY 100","07 Nov 2024","23.15","3.67","1.28"
"NIFTY 100","06 Nov 2024","23.42","3.71","1.26"
"NIFTY 100","05 Nov 2024","23.1","3.66","1.26"
"NIFTY 100","04 Nov 2024","22.93","3.63","1.24"
"NIFTY 100","01 Nov 2024","23.26","3.68","1.26"
"NIFTY 100","31 Oct 2024","23.14","3.66","1.27"
"NIFTY 100","30 Oct 2024","23.3","3.68","1.24"
"NIFTY 100","29 Oct 2024","23.41","3.7","1.23"
"NIFTY 100","28 Oct 2024","23.14","3.68","1.19"
"NIFTY 100","25 Oct 2024","22.97","3.65","1.19"
"NIFTY 100","24 Oct 2024","23.21","3.69","1.23"
"NIFTY 100","23 Oct 2024","23.27","3.7","1.23"
"NIFTY 100","22 Oct 2024","23.3","3.7","1.23"
