"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INFRASTRUCTURE","31 Dec 2008","19.67","2.91","1.03"
"NIFTY INFRASTRUCTURE","30 Dec 2008","19.76","2.93","1.02"
"NIFTY INFRASTRUCTURE","29 Dec 2008","19.17","2.84","1.05"
"NIFTY INFRASTRUCTURE","26 Dec 2008","18.80","2.78","1.08"
"NIFTY INFRASTRUCTURE","24 Dec 2008","19.17","2.84","1.05"
"NIFTY INFRASTRUCTURE","23 Dec 2008","19.59","2.90","1.03"
"NIFTY INFRASTRUCTURE","22 Dec 2008","20.02","2.96","1.01"
"NIFTY INFRASTRUCTURE","19 Dec 2008","20.09","2.98","1.01"
"NIFTY INFRASTRUCTURE","18 Dec 2008","19.74","2.92","1.02"
"NIFTY INFRASTRUCTURE","17 Dec 2008","18.89","2.80","1.07"
"NIFTY INFRASTRUCTURE","16 Dec 2008","19.85","2.94","1.02"
"NIFTY INFRASTRUCTURE","15 Dec 2008","19.60","2.90","1.03"
"NIFTY INFRASTRUCTURE","12 Dec 2008","19.26","2.85","1.05"
"NIFTY INFRASTRUCTURE","11 Dec 2008","19.23","2.85","1.05"
"NIFTY INFRASTRUCTURE","10 Dec 2008","19.15","2.84","1.06"
"NIFTY INFRASTRUCTURE","08 Dec 2008","18.15","2.69","1.11"
"NIFTY INFRASTRUCTURE","05 Dec 2008","17.44","2.58","1.16"
"NIFTY INFRASTRUCTURE","04 Dec 2008","17.85","2.81","1.13"
"NIFTY INFRASTRUCTURE","03 Dec 2008","16.90","2.66","1.20"
"NIFTY INFRASTRUCTURE","02 Dec 2008","16.88","2.65","1.20"
"NIFTY INFRASTRUCTURE","01 Dec 2008","16.73","2.63","1.21"
"NIFTY INFRASTRUCTURE","28 Nov 2008","17.29","2.72","1.17"
"NIFTY INFRASTRUCTURE","26 Nov 2008","17.37","2.73","1.16"
"NIFTY INFRASTRUCTURE","25 Nov 2008","16.78","2.65","1.20"
"NIFTY INFRASTRUCTURE","24 Nov 2008","17.06","2.69","1.18"
"NIFTY INFRASTRUCTURE","21 Nov 2008","16.85","2.66","1.20"
"NIFTY INFRASTRUCTURE","20 Nov 2008","15.97","2.52","1.26"
"NIFTY INFRASTRUCTURE","19 Nov 2008","16.48","2.60","1.22"
"NIFTY INFRASTRUCTURE","18 Nov 2008","16.94","2.67","1.19"
"NIFTY INFRASTRUCTURE","17 Nov 2008","17.86","2.81","1.13"
"NIFTY INFRASTRUCTURE","14 Nov 2008","17.86","2.82","1.13"
"NIFTY INFRASTRUCTURE","12 Nov 2008","18.02","2.84","1.12"
"NIFTY INFRASTRUCTURE","11 Nov 2008","18.66","2.94","1.08"
"NIFTY INFRASTRUCTURE","10 Nov 2008","20.21","3.19","1.00"
"NIFTY INFRASTRUCTURE","07 Nov 2008","18.81","2.97","1.07"
"NIFTY INFRASTRUCTURE","06 Nov 2008","18.23","2.87","1.11"
"NIFTY INFRASTRUCTURE","05 Nov 2008","18.69","2.95","1.08"
"NIFTY INFRASTRUCTURE","04 Nov 2008","19.58","3.09","1.03"
"NIFTY INFRASTRUCTURE","03 Nov 2008","18.62","2.93","1.08"
"NIFTY INFRASTRUCTURE","31 Oct 2008","17.26","2.73","1.16"
"NIFTY INFRASTRUCTURE","29 Oct 2008","15.98","2.56","1.24"
"NIFTY INFRASTRUCTURE","28 Oct 2008","16.16","2.58","1.23"
"NIFTY INFRASTRUCTURE","27 Oct 2008","15.05","2.41","1.32"
"NIFTY INFRASTRUCTURE","24 Oct 2008","15.09","2.43","1.31"
"NIFTY INFRASTRUCTURE","23 Oct 2008","17.35","2.79","1.14"
"NIFTY INFRASTRUCTURE","22 Oct 2008","17.91","2.88","1.10"
"NIFTY INFRASTRUCTURE","21 Oct 2008","19.10","3.06","1.04"
"NIFTY INFRASTRUCTURE","20 Oct 2008","18.45","2.95","1.08"
"NIFTY INFRASTRUCTURE","17 Oct 2008","18.49","2.96","1.07"
"NIFTY INFRASTRUCTURE","16 Oct 2008","20.08","3.22","0.99"
