DATE,OPEN,HIGH,LOW,CLOSE,SHARES TRADED,TURNOVER (INR CR)
01-Apr-2005,,,,1000,,
04-Apr-2005,,,,1012.8,,
05-Apr-2005,,,,1005.18,,
06-Apr-2005,,,,1027.5,,
07-Apr-2005,,,,1024.8,,
08-Apr-2005,,,,1017.14,,
11-Apr-2005,,,,1002.61,,
12-Apr-2005,,,,1010.02,,
13-Apr-2005,,,,1007.07,,
15-Apr-2005,,,,972.56,,
18-Apr-2005,,,,960.22,,
19-Apr-2005,,,,951.29,,
20-Apr-2005,,,,961.77,,
21-Apr-2005,,,,977.13,,
22-Apr-2005,,,,988.73,,
25-Apr-2005,,,,993.17,,
26-Apr-2005,,,,994.34,,
27-Apr-2005,,,,985.13,,
28-Apr-2005,,,,986.27,,
29-Apr-2005,,,,963.74,,
02-May-2005,,,,957.03,,
03-May-2005,,,,962.51,,
04-May-2005,,,,978.96,,
05-May-2005,,,,996.02,,
06-May-2005,,,,1005.64,,
09-May-2005,,,,1017.67,,
10-May-2005,,,,1022.64,,
11-May-2005,,,,1026.53,,
12-May-2005,,,,1048.38,,
13-May-2005,,,,1055.44,,
16-May-2005,,,,1072.46,,
17-May-2005,,,,1058.73,,
18-May-2005,,,,1058.09,,
19-May-2005,,,,1077.18,,
20-May-2005,,,,1084.01,,
23-May-2005,,,,1079,,
24-May-2005,,,,1073.87,,
25-May-2005,,,,1079.5,,
26-May-2005,,,,1079.78,,
27-May-2005,,,,1067.27,,
30-May-2005,,,,1057,,
31-May-2005,,,,1065.02,,
01-Jun-2005,,,,1069.1,,
02-Jun-2005,,,,1058.79,,
03-Jun-2005,,,,1067.46,,
04-Jun-2005,,,,1077.57,,
06-Jun-2005,,,,1083,,
07-Jun-2005,,,,1093.27,,
08-Jun-2005,,,,1097.84,,
09-Jun-2005,,,,1100.82,,
10-Jun-2005,,,,1091.71,,
13-Jun-2005,,,,1090.07,,
14-Jun-2005,,,,1095.72,,
15-Jun-2005,,,,1104.35,,
16-Jun-2005,,,,1079.64,,
17-Jun-2005,,,,1057.82,,
20-Jun-2005,,,,1047.18,,
21-Jun-2005,,,,1058.76,,
22-Jun-2005,,,,1063.22,,
23-Jun-2005,,,,1067.86,,
24-Jun-2005,,,,1075.52,,
27-Jun-2005,,,,1071.85,,
28-Jun-2005,,,,1049.39,,
29-Jun-2005,,,,1057.13,,
30-Jun-2005,,,,1061.78,,
01-Jul-2005,,,,1080.73,,
04-Jul-2005,,,,1106.55,,
05-Jul-2005,,,,1102.83,,
06-Jul-2005,,,,1127.44,,
07-Jul-2005,,,,1109.29,,
08-Jul-2005,,,,1132.39,,
11-Jul-2005,,,,1159.6,,
12-Jul-2005,,,,1165.72,,
13-Jul-2005,,,,1175.45,,
14-Jul-2005,,,,1176.31,,
15-Jul-2005,,,,1192.35,,
18-Jul-2005,,,,1209.2,,
19-Jul-2005,,,,1209.43,,
20-Jul-2005,,,,1215.97,,
21-Jul-2005,,,,1208.18,,
22-Jul-2005,,,,1227.58,,
25-Jul-2005,,,,1223.02,,
26-Jul-2005,,,,1222.33,,
27-Jul-2005,,,,1215,,
29-Jul-2005,,,,1198.83,,
01-Aug-2005,,,,1205.65,,
02-Aug-2005,,,,1243.07,,
03-Aug-2005,,,,1238.9,,
04-Aug-2005,,,,1254.31,,
05-Aug-2005,,,,1272.13,,
08-Aug-2005,,,,1260.81,,
09-Aug-2005,,,,1257.71,,
10-Aug-2005,,,,1290.57,,
11-Aug-2005,,,,1309.12,,
12-Aug-2005,,,,1321.66,,
16-Aug-2005,,,,1346.55,,
17-Aug-2005,,,,1373.83,,
18-Aug-2005,,,,1367.66,,
19-Aug-2005,,,,1376.58,,
22-Aug-2005,,,,1374.3,,
23-Aug-2005,,,,1330.61,,
24-Aug-2005,,,,1327.9,,
25-Aug-2005,,,,1362.47,,
26-Aug-2005,,,,1377.72,,
29-Aug-2005,,,,1387,,
30-Aug-2005,,,,1408.75,,
31-Aug-2005,,,,1428.92,,
01-Sep-2005,,,,1443.59,,
02-Sep-2005,,,,1442.88,,
05-Sep-2005,,,,1443.89,,
06-Sep-2005,,,,1442.44,,
08-Sep-2005,,,,1448.79,,
09-Sep-2005,,,,1439.5,,
12-Sep-2005,,,,1459.57,,
13-Sep-2005,,,,1468.41,,
14-Sep-2005,,,,1465.83,,
15-Sep-2005,,,,1493.99,,
16-Sep-2005,,,,1508.63,,
19-Sep-2005,,,,1510.12,,
20-Sep-2005,,,,1518.76,,
21-Sep-2005,,,,1462.07,,
22-Sep-2005,,,,1340.51,,
23-Sep-2005,,,,1369.77,,
26-Sep-2005,,,,1443.75,,
27-Sep-2005,,,,1460.27,,
28-Sep-2005,,,,1468.54,,
29-Sep-2005,,,,1438.61,,
30-Sep-2005,,,,1419.28,,
03-Oct-2005,,,,1443.77,,
04-Oct-2005,,,,1463.92,,
05-Oct-2005,,,,1449.48,,
06-Oct-2005,,,,1432.16,,
07-Oct-2005,,,,1432.49,,
10-Oct-2005,,,,1423.85,,
11-Oct-2005,,,,1411.65,,
13-Oct-2005,,,,1394.2,,
14-Oct-2005,,,,1356.17,,
17-Oct-2005,,,,1342.53,,
18-Oct-2005,,,,1336.24,,
19-Oct-2005,,,,1277.43,,
20-Oct-2005,,,,1252.72,,
21-Oct-2005,,,,1261.37,,
24-Oct-2005,,,,1261.69,,
25-Oct-2005,,,,1265.1,,
26-Oct-2005,,,,1265.79,,
27-Oct-2005,,,,1247,,
28-Oct-2005,,,,1215.23,,
31-Oct-2005,,,,1235.33,,
01-Nov-2005,,,,1258.77,,
02-Nov-2005,,,,1270.97,,
07-Nov-2005,,,,1303.89,,
08-Nov-2005,,,,1316.2,,
09-Nov-2005,,,,1319.33,,
10-Nov-2005,,,,1327.05,,
11-Nov-2005,,,,1353.84,,
14-Nov-2005,,,,1359.85,,
16-Nov-2005,,,,1368.25,,
17-Nov-2005,,,,1377.26,,
18-Nov-2005,,,,1383.57,,
21-Nov-2005,,,,1368.36,,
22-Nov-2005,,,,1359.01,,
23-Nov-2005,,,,1373.65,,
24-Nov-2005,,,,1383.34,,
25-Nov-2005,,,,1395.29,,
26-Nov-2005,,,,1399.2,,
28-Nov-2005,,,,1413.43,,
29-Nov-2005,,,,1406.14,,
30-Nov-2005,,,,1393.34,,
01-Dec-2005,,,,1403.32,,
02-Dec-2005,,,,1411.07,,
05-Dec-2005,,,,1415.56,,
06-Dec-2005,,,,1423.17,,
07-Dec-2005,,,,1441.55,,
08-Dec-2005,,,,1458.56,,
09-Dec-2005,,,,1474.41,,
12-Dec-2005,,,,1465,,
13-Dec-2005,,,,1460.39,,
14-Dec-2005,,,,1455.58,,
15-Dec-2005,,,,1443.07,,
16-Dec-2005,,,,1449.67,,
19-Dec-2005,,,,1459.06,,
20-Dec-2005,,,,1446.68,,
21-Dec-2005,,,,1446.38,,
22-Dec-2005,,,,1448.87,,
23-Dec-2005,,,,1435.46,,
26-Dec-2005,,,,1396.32,,
27-Dec-2005,,,,1430.5,,
28-Dec-2005,,,,1422.64,,
29-Dec-2005,,,,1437.24,,
30-Dec-2005,,,,1462.43,,
02-Jan-2006,,,,1491.33,,
03-Jan-2006,,,,1527.92,,
04-Jan-2006,,,,1529.31,,
05-Jan-2006,,,,1518.88,,
06-Jan-2006,,,,1528.44,,
09-Jan-2006,,,,1540.02,,
10-Jan-2006,,,,1525.58,,
12-Jan-2006,,,,1524.86,,
13-Jan-2006,,,,1530.89,,
16-Jan-2006,,,,1520.28,,
17-Jan-2006,,,,1504.42,,
18-Jan-2006,,,,1491.71,,
19-Jan-2006,,,,1543.8,,
20-Jan-2006,,,,1553.02,,
23-Jan-2006,,,,1549.51,,
24-Jan-2006,,,,1554.48,,
25-Jan-2006,,,,1532.86,,
27-Jan-2006,,,,1539,,
30-Jan-2006,,,,1517.54,,
31-Jan-2006,,,,1522.93,,
01-Feb-2006,,,,1499.36,,
02-Feb-2006,,,,1506.83,,
03-Feb-2006,,,,1503.9,,
06-Feb-2006,,,,1522.27,,
07-Feb-2006,,,,1530.07,,
08-Feb-2006,,,,1541.32,,
10-Feb-2006,,,,1549.37,,
13-Feb-2006,,,,1560.82,,
14-Feb-2006,,,,1546.42,,
15-Feb-2006,,,,1553,,
16-Feb-2006,,,,1557.64,,
17-Feb-2006,,,,1544.8,,
20-Feb-2006,,,,1527.7,,
21-Feb-2006,,,,1540.9,,
22-Feb-2006,,,,1535.53,,
23-Feb-2006,,,,1529.08,,
24-Feb-2006,,,,1529.9,,
27-Feb-2006,,,,1545.13,,
28-Feb-2006,,,,1541.91,,
01-Mar-2006,,,,1564.39,,
02-Mar-2006,,,,1563.69,,
03-Mar-2006,,,,1568.39,,
06-Mar-2006,,,,1578.15,,
07-Mar-2006,,,,1585.5,,
08-Mar-2006,,,,1560.18,,
09-Mar-2006,,,,1566.27,,
10-Mar-2006,,,,1583.71,,
13-Mar-2006,,,,1591.92,,
14-Mar-2006,,,,1586.98,,
16-Mar-2006,,,,1591.39,,
17-Mar-2006,,,,1580.75,,
20-Mar-2006,,,,1604.31,,
21-Mar-2006,,,,1603.2,,
22-Mar-2006,,,,1591.31,,
23-Mar-2006,,,,1588.59,,
24-Mar-2006,,,,1599.66,,
27-Mar-2006,,,,1616.57,,
28-Mar-2006,,,,1608.39,,
29-Mar-2006,,,,1619.39,,
30-Mar-2006,,,,1643.27,,
31-Mar-2006,,,,1669.09,,
03-Apr-2006,,,,1720.71,,
04-Apr-2006,,,,1733.08,,
05-Apr-2006,,,,1770.63,,
07-Apr-2006,,,,1723.9,,
10-Apr-2006,,,,1741.44,,
