DATE,OPEN,HIGH,LOW,CLOSE,SHARES TRADED,TURNOVER (INR CR)
01-Jan-2001,,,,1000,,
02-Jan-2001,,,,1035.76,,
03-Jan-2001,,,,1063.91,,
04-Jan-2001,,,,1057.2,,
05-Jan-2001,,,,1058.76,,
08-Jan-2001,,,,1050.88,,
09-Jan-2001,,,,1044.28,,
10-Jan-2001,,,,1032.77,,
11-Jan-2001,,,,1036.05,,
12-Jan-2001,,,,1055.55,,
15-Jan-2001,,,,1076.79,,
16-Jan-2001,,,,1090.31,,
17-Jan-2001,,,,1080.5,,
18-Jan-2001,,,,1093.21,,
19-Jan-2001,,,,1105.67,,
22-Jan-2001,,,,1130.37,,
23-Jan-2001,,,,1134.27,,
24-Jan-2001,,,,1144.02,,
25-Jan-2001,,,,1169.8,,
29-Jan-2001,,,,1126.46,,
30-Jan-2001,,,,1151.97,,
31-Jan-2001,,,,1150.3,,
01-Feb-2001,,,,1155.72,,
02-Feb-2001,,,,1198.25,,
05-Feb-2001,,,,1238.04,,
06-Feb-2001,,,,1235.16,,
07-Feb-2001,,,,1241.87,,
08-Feb-2001,,,,1251.84,,
09-Feb-2001,,,,1256.02,,
12-Feb-2001,,,,1280.38,,
13-Feb-2001,,,,1281.53,,
14-Feb-2001,,,,1284.16,,
15-Feb-2001,,,,1296.8,,
16-Feb-2001,,,,1268.83,,
19-Feb-2001,,,,1263.11,,
20-Feb-2001,,,,1264.32,,
21-Feb-2001,,,,1252.6,,
22-Feb-2001,,,,1253.63,,
23-Feb-2001,,,,1222.14,,
26-Feb-2001,,,,1211.75,,
27-Feb-2001,,,,1204.15,,
28-Feb-2001,,,,1225.3,,
01-Mar-2001,,,,1273.5,,
02-Mar-2001,,,,1255.94,,
05-Mar-2001,,,,1215.54,,
07-Mar-2001,,,,1230.28,,
08-Mar-2001,,,,1230.76,,
09-Mar-2001,,,,1205.47,,
12-Mar-2001,,,,1175.26,,
13-Mar-2001,,,,1110.04,,
14-Mar-2001,,,,1118.42,,
15-Mar-2001,,,,1129.11,,
16-Mar-2001,,,,1107.51,,
19-Mar-2001,,,,1110.63,,
20-Mar-2001,,,,1101.37,,
21-Mar-2001,,,,1152.87,,
22-Mar-2001,,,,1131.3,,
23-Mar-2001,,,,1094.15,,
26-Mar-2001,,,,1097.23,,
27-Mar-2001,,,,1120.67,,
28-Mar-2001,,,,1155.79,,
29-Mar-2001,,,,1156.42,,
30-Mar-2001,,,,1135.41,,
02-Apr-2001,,,,1110.75,,
03-Apr-2001,,,,1123.49,,
04-Apr-2001,,,,1123.61,,
06-Apr-2001,,,,1119.68,,
09-Apr-2001,,,,1094.43,,
10-Apr-2001,,,,1056.01,,
11-Apr-2001,,,,1048.11,,
12-Apr-2001,,,,1002.24,,
16-Apr-2001,,,,1030.49,,
17-Apr-2001,,,,1054.99,,
18-Apr-2001,,,,1092.6,,
19-Apr-2001,,,,1135.21,,
