DATE,OPEN,HIGH,LOW,CLOSE,SHARES TRADED,TURNOVER (INR CR)
01-Jun-1999,,,,1000,,
02-Jun-1999,,,,1015.06,,
03-Jun-1999,,,,1025.09,,
04-Jun-1999,,,,1037.48,,
07-Jun-1999,,,,1036.27,,
08-Jun-1999,,,,1046.93,,
09-Jun-1999,,,,1039.32,,
10-Jun-1999,,,,1041.91,,
11-Jun-1999,,,,1021.82,,
14-Jun-1999,,,,992.61,,
15-Jun-1999,,,,973.07,,
16-Jun-1999,,,,987.14,,
17-Jun-1999,,,,1006.03,,
18-Jun-1999,,,,997.4,,
21-Jun-1999,,,,1035.88,,
22-Jun-1999,,,,1046.63,,
23-Jun-1999,,,,1030.18,,
24-Jun-1999,,,,1026.43,,
25-Jun-1999,,,,1031.8,,
28-Jun-1999,,,,1041.56,,
29-Jun-1999,,,,1039.88,,
30-Jun-1999,,,,1039.21,,
01-Jul-1999,,,,1041.8,,
02-Jul-1999,,,,1051.4,,
05-Jul-1999,,,,1081.98,,
06-Jul-1999,,,,1095.18,,
07-Jul-1999,,,,1098.43,,
08-Jul-1999,,,,1084.09,,
09-Jul-1999,,,,1093.14,,
12-Jul-1999,,,,1157.42,,
13-Jul-1999,,,,1175.45,,
14-Jul-1999,,,,1207.84,,
15-Jul-1999,,,,1189.01,,
16-Jul-1999,,,,1210.18,,
19-Jul-1999,,,,1260.88,,
20-Jul-1999,,,,1208.94,,
21-Jul-1999,,,,1213.79,,
22-Jul-1999,,,,1225.46,,
23-Jul-1999,,,,1213.07,,
26-Jul-1999,,,,1208.74,,
27-Jul-1999,,,,1187.68,,
28-Jul-1999,,,,1221.01,,
29-Jul-1999,,,,1237.97,,
30-Jul-1999,,,,1226.46,,
02-Aug-1999,,,,1215.92,,
03-Aug-1999,,,,1221.05,,
04-Aug-1999,,,,1253.36,,
05-Aug-1999,,,,1235.71,,
06-Aug-1999,,,,1236.52,,
09-Aug-1999,,,,1245.65,,
10-Aug-1999,,,,1224.17,,
11-Aug-1999,,,,1240.01,,
12-Aug-1999,,,,1251.06,,
13-Aug-1999,,,,1230.97,,
